pH,TDS,Turbidity,MP_Count,Risk
7.13,222,17.88,20,High
6.79,220,4.14,7,Medium
7.6,255,2.35,7,Medium
4.48,763,16.54,2,High
13.92,228,0.15,4,High
7.97,299,0.4,2,Medium
7.26,234,0.83,4,Low
7.58,90,0.73,4,High
7.44,242,0.73,4,Low
7.77,190,3.08,1,Medium
7.0,82,5.43,31,High
7.63,237,0.18,4,Low
7.77,298,3.06,2,Medium
1.49,229,0.08,0,High
3.15,947,0.11,39,High
7.51,268,0.58,1,Low
7.57,122,12.23,19,High
7.37,240,0.75,4,Low
7.42,126,0.71,0,High
9.57,72,17.34,32,High
7.38,248,0.81,4,Low
7.49,229,0.22,1,Low
7.47,412,9.42,8,High
7.38,230,0.38,2,Low
7.99,166,1.17,0,Medium
7.33,619,0.77,4,High
7.15,256,0.47,0,Low
7.19,172,2.43,5,Medium
10.74,468,10.22,50,High
7.0,201,11.69,2,High
7.1,188,2.49,4,Medium
7.24,255,0.55,4,Low
4.17,378,12.87,4,High
7.27,215,0.86,3,Low
7.28,241,0.4,1,Low
7.42,193,4.31,2,Medium
7.49,618,17.84,22,High
7.24,269,0.15,0,Low
7.55,225,0.08,2,Low
12.23,681,0.17,9,High
7.32,201,0.77,0,Low
7.7,237,0.1,0,Low
7.64,214,0.2,4,Low
7.69,254,0.8,0,Low
7.72,308,0.74,6,Medium
7.75,538,14.36,11,High
7.54,959,15.37,29,High
13.48,123,7.66,1,High
7.5,253,0.89,2,Low
7.54,292,0.65,7,Medium
4.86,244,0.72,1,High
7.12,234,0.06,0,Low
7.67,235,3.04,6,Medium
10.37,54,12.45,3,High
7.0,227,13.83,19,High
4.32,103,5.44,40,High
11.09,98,15.87,1,High
6.75,229,1.54,6,Medium
13.91,394,0.89,40,High
7.96,184,2.06,2,Medium
8.37,261,3.53,7,Medium
7.14,226,0.44,2,Low
7.5,171,3.96,5,Medium
4.15,634,19.99,3,High
7.12,313,1.84,5,Medium
7.14,240,0.62,3,Low
7.66,241,0.59,2,Low
7.13,215,0.07,2,Low
7.25,217,0.28,4,Low
7.0,110,7.29,37,High
1.77,202,0.72,32,High
10.66,231,11.98,38,High
8.31,258,1.92,2,Medium
7.4,249,0.4,3,Low
9.73,121,9.2,41,High
9.26,103,6.11,4,High
7.79,249,0.22,4,Low
7.51,217,0.56,3,Low
8.25,253,2.02,3,Medium
7.29,330,2.55,7,Medium
7.15,202,0.37,1,Low
7.43,247,0.7,2,Low
2.65,424,14.12,28,High
8.38,323,2.04,3,Medium
4.63,205,0.2,1,High
7.62,225,0.01,0,Low
7.67,252,0.49,2,Low
8.23,308,4.27,3,Medium
7.64,73,11.15,3,High
2.53,986,11.72,4,High
7.5,302,0.17,6,Medium
7.0,947,10.38,39,High
7.22,238,6.15,45,High
10.38,444,7.36,26,High
7.11,248,0.86,4,Low
6.89,186,0.45,4,Medium
6.75,197,0.31,4,Medium
8.46,253,4.08,5,Medium
7.0,126,10.0,15,High
7.38,227,0.46,3,Low
7.22,238,0.13,0,Low
4.97,127,15.62,19,High
6.78,248,0.15,7,Medium
6.68,264,0.79,6,Medium
9.61,102,17.88,26,High
7.25,216,0.74,3,Low
7.69,253,4.87,6,Medium
7.32,122,0.41,36,High
7.55,212,0.13,4,Low
7.29,244,0.22,0,Low
7.66,299,2.31,1,Medium
6.83,262,3.75,3,Medium
7.65,232,13.14,41,High
7.38,217,0.8,3,Low
7.8,292,0.5,5,Medium
7.44,167,3.48,5,Medium
7.48,88,0.28,0,High
7.65,255,0.28,2,Low
7.9,243,1.88,7,Medium
8.14,333,3.81,2,Medium
7.78,303,3.8,7,Medium
7.0,146,15.17,19,High
7.23,238,0.08,3,Low
6.53,230,1.31,2,Medium
7.64,252,9.15,8,High
6.76,253,3.37,5,Medium
7.24,251,0.83,1,Low
7.47,234,0.51,4,Low
8.16,262,4.4,7,Medium
7.79,243,3.2,7,Medium
7.15,297,3.05,5,Medium
6.71,161,0.14,6,Medium
7.24,217,0.73,28,High
6.83,206,1.35,6,Medium
6.56,187,0.81,3,Medium
7.94,274,0.51,0,Medium
1.06,61,8.68,22,High
7.28,232,0.59,4,Low
7.43,187,4.66,6,Medium
7.34,212,0.22,1,Low
7.48,159,0.53,7,Medium
8.19,260,0.01,6,Medium
7.74,200,0.32,0,Low
4.9,418,19.36,10,High
7.48,203,0.54,4,Low
6.85,234,1.46,6,Medium
6.84,211,0.03,6,Medium
7.21,151,0.72,6,Medium
8.44,243,3.91,3,Medium
7.3,369,0.04,4,High
10.26,107,11.36,2,High
6.87,267,4.48,6,Medium
7.43,336,2.65,3,Medium
7.77,240,8.95,0,High
7.92,151,0.61,5,Medium
6.83,260,2.16,6,Medium
7.18,232,0.64,4,Low
7.42,214,0.13,2,Low
7.57,547,0.78,2,High
4.16,585,17.04,21,High
7.42,293,4.46,3,Medium
7.0,581,0.45,48,High
7.21,220,0.69,0,Low
7.63,206,0.61,3,Low
8.19,154,1.4,1,Medium
7.21,842,5.37,9,High
6.83,185,0.53,2,Medium
7.39,211,0.04,1,Low
7.0,230,9.04,26,High
6.74,154,3.01,4,Medium
6.53,151,1.06,2,Medium
7.51,237,0.01,2,Low
7.6,268,0.07,2,Low
7.37,244,0.68,4,Low
7.44,266,0.67,3,Low
6.62,174,0.58,5,Medium
7.42,232,0.41,1,Low
7.41,203,0.44,0,Low
7.24,542,0.38,33,High
8.13,169,2.09,2,Medium
7.19,233,0.64,0,Low
7.35,229,0.44,3,Low
7.49,270,0.63,1,Low
7.26,214,0.78,1,Low
7.0,915,5.67,29,High
7.79,126,7.08,2,High
4.49,647,10.53,19,High
7.75,205,18.76,0,High
7.0,96,17.66,26,High
4.37,658,9.83,12,High
7.0,248,0.54,1,High
7.74,296,0.25,5,Medium
7.7,258,0.68,0,Low
4.84,219,16.96,18,High
7.46,319,4.64,7,Medium
8.18,228,1.95,6,Medium
7.2,213,6.18,3,High
7.29,257,3.78,7,Medium
7.57,365,0.76,45,High
7.59,231,0.88,3,Low
6.76,182,0.3,3,Medium
8.26,182,0.12,5,Medium
6.63,167,0.46,0,Medium
7.34,820,0.7,3,High
7.17,180,3.93,5,Medium
10.03,488,9.29,22,High
3.52,206,19.63,0,High
7.37,209,0.07,3,Low
7.78,209,0.25,3,Low
8.41,177,0.66,4,Medium
7.0,99,12.26,36,High
7.15,257,18.46,4,High
7.49,106,17.42,4,High
7.11,868,0.13,2,High
7.47,262,0.29,0,Low
7.19,213,1.64,6,Medium
11.26,120,8.84,33,High
6.84,291,0.2,6,Medium
8.34,180,4.12,2,Medium
9.37,257,12.73,15,High
7.0,476,16.59,3,High
7.33,236,0.04,1,Low
7.42,259,0.73,4,Low
8.45,299,3.96,3,Medium
7.6,235,0.08,4,Low
7.43,263,0.53,4,Low
7.47,92,0.59,1,High
7.22,251,18.4,2,High
7.68,500,13.47,49,High
7.31,432,9.53,27,High
7.0,75,15.71,40,High
7.13,183,3.21,4,Medium
7.68,264,0.48,3,Low
7.33,266,0.47,1,Low
7.72,241,0.05,1,Low
6.57,311,0.77,0,Medium
7.56,211,0.47,0,Low
7.35,244,0.62,34,High
7.11,104,0.69,3,High
7.11,350,2.55,7,Medium
7.45,294,3.98,5,Medium
7.46,200,0.37,3,Low
7.55,227,0.2,0,Low
7.96,297,0.62,5,Medium
7.12,84,0.11,10,High
8.02,188,1.62,3,Medium
6.58,293,0.22,0,Medium
7.62,227,0.9,4,Low
7.0,260,0.39,25,High
7.59,223,1.03,5,Medium
7.6,255,0.02,0,Low
7.49,233,0.85,0,Low
7.33,259,0.23,1,Low
7.64,317,0.14,6,Medium
7.18,551,0.38,33,High
6.64,207,3.6,5,Medium
7.0,262,0.73,1,High
3.36,107,0.16,22,High
7.68,222,0.55,1,Low
1.88,660,12.66,15,High
7.64,216,0.3,1,Low
6.62,255,2.11,6,Medium
7.31,209,0.53,0,Low
7.69,234,0.27,1,Low
6.58,188,0.3,7,Medium
6.7,235,2.09,6,Medium
7.57,269,0.06,4,Low
1.88,413,0.89,20,High
2.27,639,7.84,1,High
7.0,211,12.34,0,High
7.6,203,0.83,1,Low
7.52,241,0.11,3,Low
7.77,155,3.68,4,Medium
7.12,265,11.52,33,High
8.28,200,0.6,7,Medium
8.04,173,0.08,4,Medium
7.0,230,12.4,15,High
7.0,888,0.46,41,High
7.13,208,4.39,5,Medium
7.61,223,0.83,1,Low
7.73,212,0.36,3,Low
10.85,133,0.79,12,High
7.62,207,0.32,2,Low
10.97,204,0.43,33,High
7.51,237,0.58,2,Low
9.71,958,0.36,18,High
8.13,163,4.43,1,Medium
7.12,259,0.64,1,Low
8.06,176,2.82,4,Medium
6.55,343,1.95,4,Medium
6.83,244,3.01,3,Medium
7.66,195,4.35,7,Medium
8.11,189,0.19,7,Medium
7.0,379,0.27,4,High
7.15,241,0.62,2,Low
7.22,288,2.21,6,Medium
9.73,72,17.56,38,High
7.69,238,0.76,2,Low
7.75,207,0.61,4,Low
7.4,262,0.63,2,Low
10.61,81,8.64,20,High
7.34,191,0.08,7,Medium
2.96,714,16.36,25,High
7.59,208,7.16,36,High
6.84,230,0.25,7,Medium
7.42,224,0.61,2,Low
7.28,257,2.86,6,Medium
12.88,366,9.29,31,High
7.11,219,0.56,1,Low
7.14,207,0.71,2,Low
7.3,258,0.39,2,Low
7.78,213,0.05,1,Low
7.0,96,15.28,26,High
7.51,250,0.09,1,Low
7.7,247,0.01,1,Low
7.74,187,1.04,6,Medium
7.12,212,7.22,0,High
7.4,247,0.12,4,Low
13.32,226,10.89,3,High
7.71,900,5.54,40,High
9.63,78,19.26,1,High
8.16,179,0.81,7,Medium
7.0,138,6.91,41,High
7.38,241,0.87,4,Low
7.73,248,17.81,20,High
8.2,261,2.74,7,Medium
7.49,241,0.87,2,Low
7.79,186,1.62,0,Medium
7.43,224,0.77,4,Low
6.64,208,2.9,3,Medium
7.6,255,0.31,1,Low
7.28,238,7.62,21,High
7.25,243,2.24,5,Medium
7.53,226,0.06,4,Low
7.58,178,1.71,2,Medium
7.54,253,0.82,4,Low
7.25,233,0.24,0,Low
9.11,729,0.7,1,High
7.79,263,0.25,2,Low
8.12,244,3.15,6,Medium
4.97,141,16.92,45,High
7.47,283,4.68,1,Medium
6.63,330,0.77,6,Medium
7.0,202,13.75,2,High
6.68,163,0.07,7,Medium
7.39,202,0.18,0,Low
7.41,209,0.33,4,Low
6.86,198,4.38,3,Medium
7.59,268,10.41,0,High
7.58,217,7.0,3,High
7.0,209,0.65,26,High
7.46,122,8.48,0,High
7.31,124,19.93,10,High
6.56,238,2.24,7,Medium
7.35,203,0.81,0,Low
7.7,263,0.72,3,Low
7.44,209,3.6,6,Medium
7.68,155,0.65,7,Medium
7.63,219,0.46,4,Low
7.0,584,19.97,30,High
7.24,280,1.64,5,Medium
7.29,132,0.79,0,High
13.5,100,17.36,48,High
7.92,315,1.36,1,Medium
6.85,199,0.15,6,Medium
7.56,164,2.03,2,Medium
7.15,225,0.87,4,Low
7.68,217,0.11,2,Low
8.38,223,4.71,1,Medium
7.73,217,1.4,5,Medium
7.74,253,9.12,40,High
8.08,230,0.08,7,Medium
12.86,654,12.33,25,High
7.4,213,0.38,4,Low
7.18,767,0.32,47,High
7.39,215,11.84,25,High
7.0,118,0.49,19,High
7.46,227,2.1,7,Medium
7.0,51,16.79,2,High
7.52,201,0.86,2,Low
7.3,261,0.89,0,Low
6.69,210,2.37,5,Medium
7.33,251,0.78,2,Low
6.64,283,0.41,6,Medium
7.58,123,15.39,2,High
8.02,231,1.31,2,Medium
7.32,240,0.33,0,Low
8.04,155,0.54,5,Medium
7.29,240,0.76,1,Low
5.82,108,0.86,3,High
7.66,241,0.75,2,Low
7.24,253,0.43,2,Low
3.74,739,6.57,2,High
9.88,584,7.19,4,High
7.79,228,0.26,3,Low
6.19,677,15.04,15,High
6.3,94,9.23,35,High
8.39,231,4.53,5,Medium
7.34,236,0.2,4,Low
7.73,219,0.19,0,Low
7.21,267,6.26,4,High
7.51,265,0.75,0,Low
7.56,110,0.56,34,High
7.76,242,0.54,0,Low
4.02,659,0.17,0,High
7.57,234,0.65,3,Low
7.0,507,9.02,0,High
7.45,57,0.82,25,High
7.78,153,1.2,4,Medium
8.2,202,2.95,7,Medium
7.0,201,0.67,40,High
7.43,227,0.88,3,Low
7.76,267,0.46,1,Low
7.76,230,0.45,3,Low
7.53,217,0.26,3,Low
2.55,84,18.04,32,High
7.76,628,0.7,3,High
7.0,578,13.77,2,High
4.32,203,14.06,4,High
7.77,241,0.51,0,Low
7.79,237,0.51,0,Low
7.13,335,2.07,6,Medium
7.49,262,0.77,0,Low
7.41,238,0.5,4,Low
7.76,214,0.62,4,Low
7.21,176,0.5,7,Medium
7.69,241,0.55,42,High
4.56,268,16.64,21,High
7.55,207,0.02,1,Low
7.35,216,0.12,0,Low
7.32,262,0.14,1,Low
7.16,207,0.76,1,Low
7.38,230,0.62,1,Low
7.21,736,16.93,37,High
6.79,175,1.84,4,Medium
5.83,88,11.24,26,High
7.44,187,0.86,5,Medium
6.68,187,2.79,4,Medium
7.47,231,1.79,7,Medium
6.87,221,0.45,6,Medium
7.58,146,0.84,1,High
7.21,223,0.02,0,Low
7.39,314,2.45,5,Medium
7.48,220,0.84,0,Low
4.48,130,8.3,11,High
1.05,463,15.17,43,High
7.31,251,0.5,2,Low
7.16,229,3.4,5,Medium
7.0,258,0.4,1,High
7.44,267,0.12,3,Low
7.0,246,18.11,41,High
7.0,252,18.11,38,High
7.0,256,8.27,49,High
7.59,236,14.91,0,High
8.34,321,0.71,5,Medium
8.48,205,0.65,5,Medium
6.51,156,1.74,3,Medium
7.43,334,1.58,5,Medium
7.76,946,5.86,2,High
6.84,335,1.09,2,Medium
7.59,236,4.17,7,Medium
5.54,240,0.53,4,High
7.5,279,1.9,2,Medium
7.0,120,11.84,1,High
7.0,73,17.37,27,High
7.58,252,14.94,4,High
9.2,774,5.53,25,High
7.3,288,1.9,4,Medium
7.58,258,6.21,4,High
7.48,236,0.51,1,Low
7.55,798,0.83,2,High
7.2,250,0.02,2,Low
7.53,123,0.1,44,High
7.53,270,14.91,3,High
7.79,246,0.11,4,Low
7.35,151,4.41,6,Medium
7.24,338,2.8,6,Medium
7.32,225,0.41,0,Low
9.63,91,0.45,46,High
10.24,210,0.7,4,High
7.11,265,3.83,6,Medium
6.63,192,0.36,6,Medium
11.66,266,12.25,2,High
6.59,221,4.15,1,Medium
2.15,521,18.63,27,High
7.22,257,10.69,2,High
7.23,221,10.73,41,High
8.49,240,0.2,6,Medium
7.75,242,0.71,0,Low
7.35,638,0.4,3,High
7.19,219,2.32,7,Medium
7.54,245,0.05,3,Low
6.77,312,2.19,3,Medium
7.11,220,0.16,0,Low
7.55,205,2.16,7,Medium
3.73,73,11.71,43,High
7.35,277,4.04,5,Medium
6.81,163,0.4,0,Medium
7.52,205,0.15,4,Low
1.39,884,14.96,23,High
8.49,195,3.34,0,Medium
7.57,230,0.42,4,Low
7.72,996,0.29,16,High
8.31,268,0.34,7,Medium
8.48,261,2.95,6,Medium
7.67,243,0.78,2,Low
6.89,223,1.13,6,Medium
7.49,167,2.76,6,Medium
7.11,270,0.22,0,Low
7.73,213,0.05,4,Low
6.78,189,4.85,0,Medium
7.43,240,0.74,17,High
7.22,259,0.64,3,Low
7.52,224,15.06,3,High
7.0,204,0.15,38,High
8.28,159,0.44,6,Medium
7.5,222,0.02,4,Low
6.66,220,4.61,2,Medium
7.44,200,0.54,4,Low
7.23,88,0.5,18,High
7.2,258,0.5,1,Low
7.19,295,4.6,7,Medium
7.46,259,0.67,2,Low
7.18,193,2.89,6,Medium
7.54,215,0.37,2,Low
7.44,211,0.84,3,Low
7.21,263,0.77,0,Low
7.5,258,0.03,2,Low
7.61,205,0.7,3,Low
7.65,218,0.3,0,Low
7.36,251,0.37,2,Low
8.02,208,1.16,3,Medium
7.0,76,15.21,26,High
7.14,293,0.35,5,Medium
9.97,80,0.31,25,High
9.5,263,0.06,9,High
7.35,770,8.11,25,High
8.42,205,4.1,1,Medium
7.72,213,10.07,43,High
7.36,182,3.93,5,Medium
7.31,224,9.71,0,High
7.74,197,3.52,6,Medium
7.26,260,0.71,3,Low
7.17,218,0.65,2,Low
7.44,227,2.58,5,Medium
7.79,234,3.5,5,Medium
7.53,305,2.82,6,Medium
8.5,267,1.53,7,Medium
6.72,231,1.8,2,Medium
7.24,210,0.74,2,Low
7.45,350,0.2,6,Medium
8.05,302,2.49,0,Medium
7.36,255,0.08,1,Low
7.59,267,0.49,4,Low
7.25,216,0.03,3,Low
6.75,154,0.04,7,Medium
8.91,474,19.76,18,High
7.0,112,12.92,22,High
7.0,215,9.45,2,High
7.44,227,0.25,3,Low
6.73,279,0.57,0,Medium
7.33,264,0.0,0,Low
7.51,226,0.54,1,Low
7.79,84,0.77,50,High
7.31,219,4.82,5,Medium
12.35,248,0.05,3,High
8.03,268,3.14,0,Medium
8.09,234,1.27,0,Medium
7.55,179,3.4,7,Medium
8.41,262,2.03,1,Medium
8.33,266,0.36,5,Medium
7.76,259,3.83,6,Medium
7.0,140,11.69,19,High
11.47,233,0.64,48,High
7.21,259,1.79,6,Medium
7.71,259,0.55,1,Low
7.15,169,2.47,7,Medium
7.76,208,16.73,34,High
7.0,857,13.39,3,High
7.3,242,0.4,0,Low
6.64,189,0.17,6,Medium
6.57,169,0.25,6,Medium
1.96,50,14.86,18,High
7.0,110,6.06,12,High
7.2,248,0.06,0,Low
7.15,349,2.72,6,Medium
3.45,364,17.84,9,High
13.69,101,17.58,29,High
7.52,234,0.73,4,Low
7.25,200,0.03,4,Low
8.11,230,3.55,7,Medium
4.6,229,0.75,3,High
7.57,239,0.11,3,Low
7.48,254,0.7,15,High
7.0,499,0.08,43,High
5.99,245,0.68,36,High
7.8,159,2.2,0,Medium
7.75,232,0.66,1,Low
7.64,204,0.84,0,Low
7.36,949,5.32,3,High
9.02,85,0.55,24,High
7.16,323,3.97,6,Medium
8.32,214,4.04,0,Medium
7.33,238,0.03,2,Low
7.47,726,0.81,13,High
7.69,264,0.52,3,Low
7.14,248,0.35,0,Low
7.2,420,6.17,0,High
7.0,212,0.42,33,High
7.1,254,0.18,0,Low
7.0,144,14.17,13,High
13.72,211,9.28,3,High
7.73,229,0.71,3,Low
8.2,296,1.61,3,Medium
10.78,50,5.36,12,High
7.75,261,0.53,3,Low
7.47,227,19.98,10,High
13.0,220,0.58,1,High
7.38,104,16.38,1,High
7.62,156,0.85,6,Medium
7.55,237,0.62,2,Low
7.49,199,1.99,5,Medium
7.0,71,17.71,0,High
10.95,606,6.74,0,High
6.61,242,4.14,6,Medium
7.72,117,13.21,2,High
7.62,202,0.22,4,Low
7.25,269,0.13,1,Low
7.17,243,0.67,2,Low
12.91,715,5.25,46,High
7.27,306,0.4,6,Medium
2.24,854,13.25,45,High
7.71,252,0.82,4,Low
7.57,242,0.66,2,Low
1.1,855,19.29,15,High
7.26,236,0.9,0,Low
7.67,223,0.25,0,Low
8.18,231,0.33,7,Medium
7.28,206,0.75,2,Low
7.41,240,0.84,0,Low
7.2,222,0.85,4,Low
7.95,305,3.69,3,Medium
7.31,224,0.83,2,Low
6.85,314,0.75,1,Medium
7.47,341,0.32,7,Medium
6.79,164,0.87,6,Medium
1.95,227,14.46,37,High
7.56,251,0.81,4,Low
7.15,237,6.19,31,High
12.81,241,13.87,32,High
2.15,769,0.04,46,High
7.77,208,0.13,0,Low
7.68,267,15.27,3,High
6.64,210,0.08,5,Medium
7.35,99,0.48,43,High
8.14,349,0.11,6,Medium
12.38,428,14.27,46,High
7.21,237,0.88,3,Low
1.26,102,7.75,41,High
8.33,188,0.25,7,Medium
7.15,245,2.38,5,Medium
7.7,255,0.44,4,Low
7.11,886,7.96,4,High
4.92,142,10.59,25,High
6.52,199,0.78,7,Medium
7.28,250,0.0,0,Low
7.77,180,0.52,5,Medium
7.6,254,0.2,1,Low
7.75,219,0.11,2,Low
7.66,196,0.2,6,Medium
10.82,819,17.08,45,High
7.43,669,18.1,28,High
7.22,237,0.55,4,Low
8.09,283,0.44,3,Medium
8.61,559,0.18,34,High
7.54,240,0.55,3,Low
7.12,262,0.76,0,Low
6.84,338,0.35,1,Medium
4.67,257,0.61,50,High
7.36,287,0.52,7,Medium
7.24,214,0.13,4,Low
7.23,223,0.73,2,Low
7.21,264,4.53,7,Medium
7.44,502,0.38,4,High
5.29,981,17.51,49,High
7.48,266,0.17,32,High
7.33,220,0.19,3,Low
7.27,261,0.72,1,Low
7.66,322,0.53,6,Medium
7.71,245,0.64,2,Low
7.18,225,3.16,7,Medium
7.74,239,0.67,0,Low
6.73,193,2.28,4,Medium
7.35,242,0.08,2,Low
6.63,221,1.49,7,Medium
7.35,243,0.84,2,Low
6.75,219,3.36,7,Medium
7.79,209,0.68,3,Low
7.37,206,0.3,0,Low
13.08,236,13.52,13,High
7.51,211,3.7,6,Medium
7.73,276,4.65,6,Medium
6.81,150,0.52,4,Medium
7.65,245,0.73,2,Low
7.0,422,5.62,19,High
7.64,223,0.31,4,Low
13.49,967,8.52,2,High
7.42,59,0.76,2,High
7.0,255,5.48,46,High
7.0,134,8.83,11,High
8.21,312,0.25,4,Medium
8.31,177,4.52,0,Medium
7.52,278,0.75,7,Medium
7.72,570,0.49,0,High
7.0,261,8.58,1,High
7.0,110,6.28,49,High
7.25,234,0.65,1,Low
7.69,223,0.32,3,Low
11.44,115,19.26,22,High
11.73,96,5.71,21,High
7.49,240,2.12,6,Medium
6.26,101,5.43,2,High
7.33,243,0.35,2,Low
7.44,224,0.11,0,Low
8.21,302,4.63,4,Medium
6.78,248,1.53,6,Medium
6.68,195,0.81,5,Medium
7.24,232,0.49,1,Low
7.37,254,0.86,1,Low
6.8,174,3.04,3,Medium
7.76,182,0.57,7,Medium
6.54,198,0.62,1,Medium
7.44,203,0.57,4,Low
6.16,475,16.07,47,High
5.06,723,0.66,25,High
6.58,254,1.72,0,Medium
6.79,157,0.34,6,Medium
12.24,355,0.28,0,High
7.14,233,0.49,38,High
7.32,214,0.65,0,Low
7.66,368,0.24,1,High
7.16,238,13.17,4,High
1.02,459,5.98,3,High
6.73,224,3.21,4,Medium
7.13,203,0.16,1,Low
7.25,259,18.98,1,High
7.27,219,0.44,1,Low
7.0,265,0.64,3,High
7.23,214,0.77,3,Low
7.52,258,0.23,0,Low
7.51,270,3.32,6,Medium
7.93,211,0.48,5,Medium
7.0,258,5.56,0,High
7.95,225,0.42,6,Medium
8.34,153,0.59,6,Medium
6.62,275,1.31,3,Medium
7.0,422,17.23,26,High
7.46,126,0.52,2,High
7.1,224,0.72,1,Low
10.21,149,5.39,37,High
7.15,260,0.08,1,Low
7.52,423,10.99,4,High
6.89,206,3.97,6,Medium
1.41,217,0.06,2,High
8.29,346,0.75,6,Medium
7.62,214,0.76,4,Low
7.58,243,0.55,2,Low
7.0,220,0.76,1,High
6.63,268,4.74,6,Medium
7.53,344,3.58,7,Medium
7.53,214,0.29,1,Low
7.22,147,0.63,19,High
7.49,236,2.99,6,Medium
7.0,234,0.77,3,High
4.06,869,5.9,34,High
7.53,233,0.01,0,Low
2.68,80,11.43,44,High
7.6,216,0.44,3,Low
13.49,94,0.67,19,High
13.57,586,19.56,48,High
7.77,211,0.45,3,Low
7.65,269,0.25,1,Low
7.26,158,0.66,5,Medium
7.64,238,0.01,2,Low
7.49,239,0.42,3,Low
7.36,218,0.29,3,Low
7.36,252,0.74,15,High
8.0,171,1.14,3,Medium
7.53,261,0.54,0,Low
7.37,157,1.92,5,Medium
6.65,293,2.98,4,Medium
7.93,317,3.83,4,Medium
7.21,210,0.41,0,Low
6.76,202,2.62,6,Medium
7.78,212,1.76,5,Medium
8.41,203,4.65,2,Medium
7.75,273,0.2,7,Medium
7.57,232,0.26,1,Low
7.33,239,0.79,4,Low
7.42,220,0.25,2,Low
13.5,149,10.4,47,High
6.72,206,0.1,7,Medium
7.59,231,11.36,3,High
7.14,269,0.13,3,Low
8.38,329,0.8,5,Medium
7.0,216,8.0,19,High
6.77,265,4.3,4,Medium
7.47,260,0.63,3,Low
7.62,215,0.08,1,Low
7.53,200,0.9,2,Low
7.35,151,4.66,6,Medium
6.51,195,0.15,5,Medium
7.77,255,0.41,2,Low
8.28,228,2.38,5,Medium
7.0,232,9.15,10,High
7.69,126,0.33,10,High
7.7,201,0.18,2,Low
10.47,78,8.11,23,High
7.61,320,0.69,5,Medium
7.38,307,0.67,6,Medium
7.13,207,2.24,6,Medium
8.43,266,2.3,7,Medium
7.0,270,0.57,41,High
6.68,256,4.54,2,Medium
7.25,255,3.32,5,Medium
7.74,219,9.21,2,High
7.74,247,0.06,2,Low
7.43,260,0.39,20,High
7.49,215,0.69,1,Low
6.84,157,2.01,0,Medium
6.7,188,0.02,6,Medium
2.73,250,0.68,3,High
8.16,190,0.16,2,Medium
7.58,241,0.77,0,Low
7.66,221,0.82,2,Low
6.66,168,0.88,7,Medium
7.72,254,0.07,0,Low
7.69,201,0.62,29,High
8.43,238,0.88,7,Medium
7.2,248,0.27,2,Low
7.17,234,0.23,0,Low
7.0,738,0.4,4,High
7.19,548,0.58,26,High
1.42,104,5.15,12,High
4.92,54,0.31,24,High
7.91,253,2.56,6,Medium
7.66,236,0.57,0,Low
7.37,778,0.02,0,High
6.76,187,0.42,6,Medium
7.0,999,0.18,1,High
7.45,223,0.88,1,Low
7.14,211,0.59,2,Low
7.58,226,0.22,2,Low
7.5,218,0.47,3,Low
7.25,263,0.13,2,Low
6.52,181,0.34,3,Medium
9.08,135,6.95,36,High
7.0,962,8.28,30,High
7.44,88,0.29,1,High
7.13,204,0.61,1,Low
6.64,246,3.91,6,Medium
7.43,253,0.88,1,Low
7.46,66,18.67,3,High
8.4,194,2.9,4,Medium
7.56,224,19.57,2,High
6.84,325,0.9,5,Medium
7.13,200,0.39,0,Low
7.71,197,2.86,4,Medium
7.55,261,11.48,44,High
7.0,231,8.18,45,High
7.62,326,4.43,0,Medium
8.2,221,1.76,0,Medium
7.55,248,0.14,9,High
7.7,235,3.68,5,Medium
7.11,201,0.56,1,Low
7.44,267,1.61,7,Medium
7.0,228,0.14,4,High
12.57,132,9.17,48,High
6.51,251,3.06,5,Medium
6.63,181,0.31,0,Medium
7.43,201,4.17,5,Medium
7.51,322,1.11,7,Medium
8.37,284,0.14,5,Medium
6.89,237,1.12,6,Medium
7.33,207,2.08,6,Medium
6.25,106,9.93,1,High
7.0,571,8.23,43,High
7.44,57,0.83,3,High
7.11,263,0.06,4,Low
7.98,290,2.43,2,Medium
7.12,225,0.34,1,Low
7.57,257,4.17,6,Medium
10.25,469,19.35,21,High
7.18,228,0.88,2,Low
7.2,235,0.4,2,Low
7.0,118,14.48,33,High
7.4,219,3.42,6,Medium
7.0,833,19.54,45,High
7.73,244,0.2,1,Low
10.03,215,0.66,4,High
7.34,646,0.63,0,High
7.4,222,0.65,3,Low
7.43,215,4.82,7,Medium
11.68,103,6.19,21,High
7.35,264,0.04,3,Low
6.89,259,1.08,7,Medium
7.17,210,0.06,1,Low
7.8,211,0.84,0,Low
7.23,173,3.27,5,Medium
7.17,249,0.84,4,Low
7.52,168,4.4,1,Medium
13.18,737,11.76,33,High
5.07,222,0.86,2,High
7.51,77,0.62,1,High
8.05,161,0.09,6,Medium
7.72,251,0.59,0,Low
7.62,166,3.02,2,Medium
6.65,350,0.18,2,Medium
7.33,551,17.94,2,High
7.46,202,10.62,20,High
10.21,264,15.87,17,High
7.34,201,0.32,1,Low
6.69,220,0.02,6,Medium
2.06,215,0.83,0,High
7.26,65,0.77,26,High
13.2,94,18.88,8,High
7.0,129,0.66,18,High
13.54,237,0.25,4,High
7.28,191,2.6,7,Medium
7.11,206,0.27,0,Low
3.36,240,12.67,16,High
7.79,238,0.84,2,Low
